movimiento_id,fecha,sku,sucursal_id,tipo_movimiento,cantidad,costo_unitario,costo_total,usuario
MOV-023572,2024-03-07,SKU-1009,SUC-07,entrada,24,752.7,18064.8,USR-20
MOV-023573,2024-03-07,SKU-1022,SUC-08,entrada,12,2186.65,26239.8,USR-02
MOV-023574,2024-03-08,SKU-1015,SUC-05,entrada,19,676.84,12859.96,USR-04
MOV-023575,2024-03-08,SKU-1008,SUC-10,entrada,13,1680.26,21843.38,USR-13
MOV-023576,2024-03-08,SKU-1039,SUC-06,entrada,38,1244.89,47305.82,USR-03
MOV-023577,2024-03-08,SKU-1013,SUC-03,salida_venta,18,240.18,4323.24,USR-12
MOV-023578,2024-03-08,SKU-1025,SUC-07,entrada,25,2204.78,55119.5,USR-20
MOV-023579,2024-03-08,SKU-1027,SUC-05,devolucion,1,2191.29,2191.29,USR-07
MOV-023580,2024-03-08,SKU-1037,SUC-07,entrada,44,1152.38,50704.72,USR-02
MOV-023581,2024-03-08,SKU-1008,SUC-05,salida_venta,4,1680.26,6721.04,USR-05
MOV-023582,2024-03-08,SKU-1038,SUC-06,salida_venta,2,2103.19,4206.38,USR-14
MOV-023583,2024-03-08,SKU-1026,SUC-01,salida_venta,11,1369.15,15060.65,USR-09
MOV-023584,2024-03-08,SKU-1014,SUC-05,salida_venta,5,1037.43,5187.15,USR-06
MOV-023585,2024-03-08,SKU-1009,SUC-02,salida_venta,19,752.7,14301.3,USR-18
MOV-023586,2024-03-08,SKU-1032,SUC-08,entrada,3,1830.51,5491.53,USR-07
MOV-023587,2024-03-08,SKU-1006,SUC-04,salida_venta,1,1191.81,1191.81,USR-19
MOV-023588,2024-03-08,SKU-1025,SUC-08,salida_venta,18,2204.78,39686.04,USR-10
MOV-023589,2024-03-08,SKU-1001,SUC-03,ajuste_negativo,14,1862.26,26071.64,USR-11
MOV-023590,2024-03-08,SKU-1006,SUC-06,salida_venta,19,1191.81,22644.39,USR-17
MOV-023591,2024-03-08,SKU-1025,SUC-06,entrada,49,2204.78,108034.22,USR-19
MOV-023592,2024-03-08,SKU-1039,SUC-05,entrada,21,1244.89,26142.69,USR-18
MOV-023593,2024-03-08,SKU-1011,SUC-07,entrada,31,672.44,20845.64,USR-04
MOV-023594,2024-03-08,SKU-1004,SUC-10,entrada,4,1102.73,4410.92,USR-18
MOV-023595,2024-03-08,SKU-1016,SUC-08,entrada,13,956.03,12428.39,USR-11
MOV-023596,2024-03-08,SKU-1035,SUC-07,entrada,37,901.11,33341.07,USR-19
MOV-023597,2024-03-08,SKU-1007,SUC-03,entrada,44,2087.16,91835.04,USR-07
MOV-023598,2024-03-08,SKU-1015,SUC-03,salida_venta,12,676.84,8122.08,USR-06
MOV-023599,2024-03-08,SKU-1012,SUC-04,entrada,12,1957.92,23495.04,USR-14
MOV-023600,2024-03-08,SKU-1037,SUC-06,salida_venta,13,1152.38,14980.94,USR-05
MOV-023601,2024-03-08,SKU-1014,SUC-08,salida_venta,17,1037.43,17636.31,USR-06
MOV-023602,2024-03-08,SKU-1021,SUC-09,entrada,18,1178.01,21204.18,USR-11
MOV-023603,2024-03-08,SKU-1006,SUC-10,salida_venta,9,1191.81,10726.29,USR-17
MOV-023604,2024-03-08,SKU-1013,SUC-09,devolucion,7,240.18,1681.26,USR-08
MOV-023605,2024-03-08,SKU-1012,SUC-03,salida_venta,12,1957.92,23495.04,USR-14
MOV-023606,2024-03-08,SKU-1013,SUC-05,entrada,45,240.18,10808.1,USR-05
MOV-023607,2024-03-08,SKU-1038,SUC-10,entrada,12,2103.19,25238.28,USR-13
MOV-023608,2024-03-08,SKU-1025,SUC-07,entrada,30,2204.78,66143.4,USR-20
MOV-023609,2024-03-08,SKU-1029,SUC-10,salida_venta,19,623.77,11851.63,USR-12
MOV-023610,2024-03-08,SKU-1017,SUC-01,devolucion,17,194.02,3298.34,USR-20
MOV-023611,2024-03-08,SKU-1034,SUC-08,entrada,6,1210.2,7261.2,USR-11
MOV-023612,2024-03-08,SKU-1022,SUC-05,salida_venta,8,2186.65,17493.2,USR-15
MOV-023613,2024-03-08,SKU-1021,SUC-07,salida_venta,16,1178.01,18848.16,USR-01
MOV-023614,2024-03-08,SKU-1028,SUC-10,entrada,27,2488.26,67183.02,USR-06
MOV-023615,2024-03-08,SKU-1019,SUC-09,salida_venta,12,2430.01,29160.12,USR-11
MOV-023616,2024-03-08,SKU-1002,SUC-08,entrada,6,306.74,1840.44,USR-07
MOV-023617,2024-03-08,SKU-1034,SUC-09,entrada,48,1210.2,58089.6,USR-11
MOV-023618,2024-03-08,SKU-1003,SUC-06,entrada,17,1398.76,23778.92,USR-13
MOV-023619,2024-03-08,SKU-1031,SUC-03,entrada,43,1324.26,56943.18,USR-04
MOV-023620,2024-03-08,SKU-1005,SUC-09,entrada,24,999.42,23986.08,USR-01
MOV-023621,2024-03-08,SKU-1009,SUC-08,salida_venta,15,752.7,11290.5,USR-13
MOV-023622,2024-03-08,SKU-1023,SUC-05,salida_venta,3,470.95,1412.85,USR-03
MOV-023623,2024-03-08,SKU-1017,SUC-08,salida_venta,16,194.02,3104.32,USR-03
MOV-023624,2024-03-08,SKU-1006,SUC-02,salida_venta,7,1191.81,8342.67,USR-13
MOV-023625,2024-03-08,SKU-1035,SUC-03,salida_venta,8,901.11,7208.88,USR-06
MOV-023626,2024-03-08,SKU-1037,SUC-03,vencimiento_baja,2,1152.38,2304.76,USR-03
MOV-023627,2024-03-08,SKU-1012,SUC-08,salida_venta,14,1957.92,27410.88,USR-15
MOV-023628,2024-03-08,SKU-1016,SUC-06,entrada,43,956.03,41109.29,USR-05
MOV-023629,2024-03-08,SKU-1009,SUC-02,entrada,14,752.7,10537.8,USR-14
MOV-023630,2024-03-08,SKU-1015,SUC-08,vencimiento_baja,6,676.84,4061.04,USR-14
MOV-023631,2024-03-08,SKU-1027,SUC-03,entrada,48,2191.29,105181.92,USR-08
MOV-023632,2024-03-08,SKU-1038,SUC-10,entrada,32,2103.19,67302.08,USR-10
MOV-023633,2024-03-08,SKU-1011,SUC-09,salida_venta,7,672.44,4707.08,USR-04
MOV-023634,2024-03-08,SKU-1013,SUC-07,entrada,15,240.18,3602.7,USR-08
MOV-023635,2024-03-08,SKU-1001,SUC-08,entrada,34,1862.26,63316.84,USR-15
MOV-023636,2024-03-08,SKU-1007,SUC-10,entrada,27,2087.16,56353.32,USR-10
MOV-023637,2024-03-09,SKU-1038,SUC-10,entrada,13,2103.19,27341.47,USR-13
MOV-023638,2024-03-09,SKU-1025,SUC-03,salida_venta,15,2204.78,33071.7,USR-13
MOV-023639,2024-03-09,SKU-1021,SUC-08,devolucion,10,1178.01,11780.1,USR-11
MOV-023640,2024-03-09,SKU-1007,SUC-06,vencimiento_baja,20,2087.16,41743.2,USR-16
MOV-023641,2024-03-09,SKU-1003,SUC-01,entrada,18,1398.76,25177.68,USR-10
MOV-023642,2024-03-09,SKU-1001,SUC-08,salida_venta,9,1862.26,16760.34,USR-09
MOV-023643,2024-03-09,SKU-1030,SUC-04,salida_venta,17,1792.98,30480.66,USR-11
MOV-023644,2024-03-09,SKU-1028,SUC-09,entrada,16,2488.26,39812.16,USR-10
MOV-023645,2024-03-09,SKU-1027,SUC-02,salida_venta,3,2191.29,6573.87,USR-02
MOV-023646,2024-03-09,SKU-1018,SUC-07,ajuste_negativo,10,233.74,2337.4,USR-19
MOV-023647,2024-03-09,SKU-1019,SUC-04,salida_venta,12,2430.01,29160.12,USR-16
MOV-023648,2024-03-09,SKU-1022,SUC-03,salida_venta,8,2186.65,17493.2,USR-16
MOV-023649,2024-03-09,SKU-1000,SUC-03,devolucion,7,1627.41,11391.87,USR-01
MOV-023650,2024-03-09,SKU-1006,SUC-09,entrada,4,1191.81,4767.24,USR-13
MOV-023651,2024-03-09,SKU-1002,SUC-04,salida_venta,20,306.74,6134.8,USR-15
MOV-023652,2024-03-09,SKU-1030,SUC-07,entrada,24,1792.98,43031.52,USR-11
MOV-023653,2024-03-09,SKU-1027,SUC-02,entrada,18,2191.29,39443.22,USR-11
MOV-023654,2024-03-09,SKU-1014,SUC-01,devolucion,19,1037.43,19711.17,USR-18
MOV-023655,2024-03-09,SKU-1007,SUC-05,salida_venta,10,2087.16,20871.6,USR-11
MOV-023656,2024-03-09,SKU-1013,SUC-08,devolucion,9,240.18,2161.62,USR-11
MOV-023657,2024-03-09,SKU-1027,SUC-06,entrada,25,2191.29,54782.25,USR-14
MOV-023658,2024-03-09,SKU-1023,SUC-05,entrada,7,470.95,3296.65,USR-14
MOV-023659,2024-03-09,SKU-1020,SUC-08,salida_venta,6,725.72,4354.32,USR-04
MOV-023660,2024-03-09,SKU-1038,SUC-07,devolucion,9,2103.19,18928.71,USR-18
MOV-023661,2024-03-09,SKU-1015,SUC-10,devolucion,13,676.84,8798.92,USR-14
MOV-023662,2024-03-09,SKU-1010,SUC-08,entrada,25,587.01,14675.25,USR-02
MOV-023663,2024-03-09,SKU-1016,SUC-10,entrada,46,956.03,43977.38,USR-06
MOV-023664,2024-03-09,SKU-1008,SUC-04,salida_venta,1,1680.26,1680.26,USR-10
MOV-023665,2024-03-09,SKU-1029,SUC-10,entrada,31,623.77,19336.87,USR-10
MOV-023666,2024-03-09,SKU-1009,SUC-07,devolucion,12,752.7,9032.4,USR-11
MOV-023667,2024-03-09,SKU-1013,SUC-06,entrada,10,240.18,2401.8,USR-16
MOV-023668,2024-03-09,SKU-1014,SUC-09,salida_venta,2,1037.43,2074.86,USR-07
MOV-023669,2024-03-09,SKU-1028,SUC-05,entrada,39,2488.26,97042.14,USR-01
MOV-023670,2024-03-09,SKU-1016,SUC-04,entrada,27,956.03,25812.81,USR-05
MOV-023671,2024-03-09,SKU-1037,SUC-10,salida_venta,11,1152.38,12676.18,USR-16
MOV-023672,2024-03-09,SKU-1015,SUC-07,salida_venta,7,676.84,4737.88,USR-02
MOV-023673,2024-03-09,SKU-1028,SUC-08,salida_venta,1,2488.26,2488.26,USR-06
MOV-023674,2024-03-09,SKU-1039,SUC-03,salida_venta,11,1244.89,13693.79,USR-04
MOV-023675,2024-03-09,SKU-1019,SUC-04,salida_venta,11,2430.01,26730.11,USR-03
MOV-023676,2024-03-09,SKU-1038,SUC-06,entrada,22,2103.19,46270.18,USR-04
MOV-023677,2024-03-09,SKU-1021,SUC-10,salida_venta,11,1178.01,12958.11,USR-13
MOV-023678,2024-03-09,SKU-1023,SUC-07,salida_venta,20,470.95,9419.0,USR-15
MOV-023679,2024-03-09,SKU-1011,SUC-01,devolucion,8,672.44,5379.52,USR-16
MOV-023680,2024-03-09,SKU-1030,SUC-09,entrada,49,1792.98,87856.02,USR-20
MOV-023681,2024-03-09,SKU-1034,SUC-01,entrada,45,1210.2,54459.0,USR-20
MOV-023682,2024-03-09,SKU-1039,SUC-09,entrada,22,1244.89,27387.58,USR-11
MOV-023683,2024-03-09,SKU-1020,SUC-03,entrada,27,725.72,19594.44,USR-05
MOV-023684,2024-03-09,SKU-1036,SUC-06,salida_venta,4,1165.64,4662.56,USR-20
MOV-023685,2024-03-09,SKU-1033,SUC-09,devolucion,3,540.79,1622.37,USR-07
MOV-023686,2024-03-09,SKU-1038,SUC-02,salida_venta,10,2103.19,21031.9,USR-05
MOV-023687,2024-03-09,SKU-1020,SUC-02,entrada,27,725.72,19594.44,USR-03
MOV-023688,2024-03-09,SKU-1017,SUC-10,devolucion,16,194.02,3104.32,USR-11
MOV-023689,2024-03-09,SKU-1026,SUC-04,entrada,41,1369.15,56135.15,USR-13
MOV-023690,2024-03-09,SKU-1011,SUC-05,entrada,24,672.44,16138.56,USR-12
MOV-023691,2024-03-10,SKU-1039,SUC-08,salida_venta,12,1244.89,14938.68,USR-16
MOV-023692,2024-03-10,SKU-1002,SUC-10,entrada,24,306.74,7361.76,USR-06
MOV-023693,2024-03-10,SKU-1007,SUC-01,devolucion,13,2087.16,27133.08,USR-12
MOV-023694,2024-03-10,SKU-1014,SUC-02,entrada,22,1037.43,22823.46,USR-01
MOV-023695,2024-03-10,SKU-1027,SUC-07,entrada,50,2191.29,109564.5,USR-03
MOV-023696,2024-03-10,SKU-1008,SUC-05,vencimiento_baja,17,1680.26,28564.42,USR-05
MOV-023697,2024-03-10,SKU-1012,SUC-05,salida_venta,19,1957.92,37200.48,USR-19
MOV-023698,2024-03-10,SKU-1036,SUC-09,entrada,2,1165.64,2331.28,USR-01
MOV-023699,2024-03-10,SKU-1016,SUC-06,salida_venta,8,956.03,7648.24,USR-19
MOV-023700,2024-03-10,SKU-1010,SUC-02,salida_venta,11,587.01,6457.11,USR-03
MOV-023701,2024-03-10,SKU-1009,SUC-10,salida_venta,12,752.7,9032.4,USR-09
MOV-023702,2024-03-10,SKU-1004,SUC-09,devolucion,12,1102.73,13232.76,USR-02
MOV-023703,2024-03-10,SKU-1027,SUC-03,entrada,17,2191.29,37251.93,USR-15
MOV-023704,2024-03-10,SKU-1016,SUC-10,salida_venta,3,956.03,2868.09,USR-20
MOV-023705,2024-03-10,SKU-1025,SUC-04,salida_venta,10,2204.78,22047.8,USR-07
MOV-023706,2024-03-10,SKU-1030,SUC-08,entrada,15,1792.98,26894.7,USR-18
MOV-023707,2024-03-10,SKU-1008,SUC-04,entrada,12,1680.26,20163.12,USR-17
MOV-023708,2024-03-10,SKU-1004,SUC-08,entrada,11,1102.73,12130.03,USR-08
MOV-023709,2024-03-10,SKU-1026,SUC-01,salida_venta,8,1369.15,10953.2,USR-15
MOV-023710,2024-03-10,SKU-1015,SUC-07,salida_venta,2,676.84,1353.68,USR-11
MOV-023711,2024-03-10,SKU-1027,SUC-03,vencimiento_baja,3,2191.29,6573.87,USR-01
MOV-023712,2024-03-10,SKU-1006,SUC-02,salida_venta,13,1191.81,15493.53,USR-11
MOV-023713,2024-03-10,SKU-1022,SUC-04,salida_venta,16,2186.65,34986.4,USR-14
MOV-023714,2024-03-10,SKU-1018,SUC-06,entrada,34,233.74,7947.16,USR-07
MOV-023715,2024-03-10,SKU-1038,SUC-02,salida_venta,14,2103.19,29444.66,USR-20
MOV-023716,2024-03-10,SKU-1001,SUC-07,entrada,22,1862.26,40969.72,USR-05
MOV-023717,2024-03-10,SKU-1023,SUC-03,entrada,37,470.95,17425.15,USR-10
MOV-023718,2024-03-10,SKU-1016,SUC-03,salida_venta,3,956.03,2868.09,USR-01
MOV-023719,2024-03-10,SKU-1037,SUC-10,entrada,46,1152.38,53009.48,USR-04
MOV-023720,2024-03-10,SKU-1000,SUC-04,entrada,2,1627.41,3254.82,USR-10
MOV-023721,2024-03-10,SKU-1007,SUC-04,entrada,47,2087.16,98096.52,USR-09
MOV-023722,2024-03-10,SKU-1002,SUC-02,salida_venta,20,306.74,6134.8,USR-08
MOV-023723,2024-03-10,SKU-1004,SUC-05,entrada,34,1102.73,37492.82,USR-04
MOV-023724,2024-03-10,SKU-1012,SUC-04,entrada,49,1957.92,95938.08,USR-08
MOV-023725,2024-03-10,SKU-1004,SUC-03,entrada,35,1102.73,38595.55,USR-17
MOV-023726,2024-03-10,SKU-1010,SUC-06,entrada,38,587.01,22306.38,USR-12
MOV-023727,2024-03-10,SKU-1031,SUC-03,vencimiento_baja,12,1324.26,15891.12,USR-13
MOV-023728,2024-03-10,SKU-1011,SUC-09,devolucion,10,672.44,6724.4,USR-08
MOV-023729,2024-03-10,SKU-1012,SUC-08,entrada,45,1957.92,88106.4,USR-17
MOV-023730,2024-03-10,SKU-1022,SUC-02,salida_venta,9,2186.65,19679.85,USR-03
MOV-023731,2024-03-10,SKU-1017,SUC-06,salida_venta,3,194.02,582.06,USR-11
MOV-023732,2024-03-10,SKU-1024,SUC-10,salida_venta,9,350.72,3156.48,USR-19
MOV-023733,2024-03-10,SKU-1019,SUC-05,devolucion,14,2430.01,34020.14,USR-10
MOV-023734,2024-03-10,SKU-1015,SUC-03,salida_venta,13,676.84,8798.92,USR-14
MOV-023735,2024-03-10,SKU-1024,SUC-05,entrada,49,350.72,17185.28,USR-04
MOV-023736,2024-03-10,SKU-1037,SUC-02,salida_venta,17,1152.38,19590.46,USR-15
MOV-023737,2024-03-10,SKU-1006,SUC-02,entrada,21,1191.81,25028.01,USR-19
MOV-023738,2024-03-10,SKU-1026,SUC-03,devolucion,14,1369.15,19168.1,USR-20
MOV-023739,2024-03-10,SKU-1035,SUC-09,vencimiento_baja,14,901.11,12615.54,USR-08
MOV-023740,2024-03-10,SKU-1006,SUC-06,salida_venta,16,1191.81,19068.96,USR-13
MOV-023741,2024-03-10,SKU-1004,SUC-01,salida_venta,13,1102.73,14335.49,USR-07
MOV-023742,2024-03-10,SKU-1028,SUC-02,entrada,49,2488.26,121924.74,USR-16
MOV-023743,2024-03-10,SKU-1019,SUC-10,entrada,13,2430.01,31590.13,USR-12
MOV-023744,2024-03-10,SKU-1031,SUC-03,entrada,11,1324.26,14566.86,USR-12
MOV-023745,2024-03-10,SKU-1028,SUC-09,entrada,40,2488.26,99530.4,USR-16
MOV-023746,2024-03-10,SKU-1014,SUC-04,salida_venta,20,1037.43,20748.6,USR-06
MOV-023747,2024-03-10,SKU-1027,SUC-02,salida_venta,6,2191.29,13147.74,USR-07
MOV-023748,2024-03-10,SKU-1010,SUC-08,salida_venta,3,587.01,1761.03,USR-07
MOV-023749,2024-03-10,SKU-1021,SUC-08,devolucion,7,1178.01,8246.07,USR-11
MOV-023750,2024-03-10,SKU-1033,SUC-07,entrada,45,540.79,24335.55,USR-06
MOV-023751,2024-03-10,SKU-1006,SUC-05,entrada,28,1191.81,33370.68,USR-12
MOV-023752,2024-03-10,SKU-1004,SUC-10,entrada,1,1102.73,1102.73,USR-20
MOV-023753,2024-03-10,SKU-1000,SUC-06,entrada,17,1627.41,27665.97,USR-02
MOV-023754,2024-03-10,SKU-1013,SUC-08,devolucion,8,240.18,1921.44,USR-14
MOV-023755,2024-03-10,SKU-1024,SUC-05,ajuste_negativo,15,350.72,5260.8,USR-06
MOV-023756,2024-03-10,SKU-1000,SUC-03,salida_venta,13,1627.41,21156.33,USR-10
MOV-023757,2024-03-10,SKU-1031,SUC-08,entrada,8,1324.26,10594.08,USR-07
MOV-023758,2024-03-10,SKU-1010,SUC-05,devolucion,8,587.01,4696.08,USR-12
MOV-023759,2024-03-10,SKU-1005,SUC-06,entrada,45,999.42,44973.9,USR-01
MOV-023760,2024-03-10,SKU-1012,SUC-09,entrada,43,1957.92,84190.56,USR-15
MOV-023761,2024-03-10,SKU-1010,SUC-08,entrada,19,587.01,11153.19,USR-14
MOV-023762,2024-03-10,SKU-1003,SUC-05,salida_venta,11,1398.76,15386.36,USR-08
MOV-023763,2024-03-10,SKU-1028,SUC-10,entrada,23,2488.26,57229.98,USR-20
MOV-023764,2024-03-10,SKU-1038,SUC-06,salida_venta,15,2103.19,31547.85,USR-04
MOV-023765,2024-03-10,SKU-1022,SUC-01,entrada,39,2186.65,85279.35,USR-20
MOV-023766,2024-03-10,SKU-1020,SUC-08,entrada,5,725.72,3628.6,USR-17
MOV-023767,2024-03-10,SKU-1024,SUC-02,entrada,28,350.72,9820.16,USR-09
MOV-023768,2024-03-10,SKU-1000,SUC-08,devolucion,1,1627.41,1627.41,USR-01
MOV-023769,2024-03-10,SKU-1000,SUC-01,entrada,2,1627.41,3254.82,USR-10
MOV-023770,2024-03-10,SKU-1037,SUC-04,salida_venta,2,1152.38,2304.76,USR-20
MOV-023771,2024-03-11,SKU-1014,SUC-06,entrada,10,1037.43,10374.3,USR-07
MOV-023772,2024-03-11,SKU-1012,SUC-02,salida_venta,15,1957.92,29368.8,USR-06
MOV-023773,2024-03-11,SKU-1022,SUC-05,entrada,1,2186.65,2186.65,USR-11
MOV-023774,2024-03-11,SKU-1018,SUC-08,entrada,32,233.74,7479.68,USR-05
MOV-023775,2024-03-11,SKU-1022,SUC-08,salida_venta,7,2186.65,15306.55,USR-09
MOV-023776,2024-03-11,SKU-1031,SUC-05,ajuste_negativo,9,1324.26,11918.34,USR-18
MOV-023777,2024-03-11,SKU-1018,SUC-03,entrada,47,233.74,10985.78,USR-09
MOV-023778,2024-03-11,SKU-1025,SUC-07,entrada,40,2204.78,88191.2,USR-04
MOV-023779,2024-03-11,SKU-1030,SUC-02,entrada,5,1792.98,8964.9,USR-03
MOV-023780,2024-03-11,SKU-1025,SUC-08,entrada,24,2204.78,52914.72,USR-06
MOV-023781,2024-03-11,SKU-1024,SUC-08,entrada,25,350.72,8768.0,USR-01
MOV-023782,2024-03-11,SKU-1010,SUC-06,entrada,5,587.01,2935.05,USR-18
MOV-023783,2024-03-11,SKU-1006,SUC-01,entrada,23,1191.81,27411.63,USR-10
MOV-023784,2024-03-11,SKU-1038,SUC-03,entrada,44,2103.19,92540.36,USR-12
MOV-023785,2024-03-11,SKU-1028,SUC-03,entrada,13,2488.26,32347.38,USR-20
MOV-023786,2024-03-11,SKU-1024,SUC-10,entrada,47,350.72,16483.84,USR-13
MOV-023787,2024-03-11,SKU-1026,SUC-07,salida_venta,3,1369.15,4107.45,USR-09
MOV-023788,2024-03-11,SKU-1031,SUC-10,salida_venta,10,1324.26,13242.6,USR-18
MOV-023789,2024-03-11,SKU-1012,SUC-09,salida_venta,10,1957.92,19579.2,USR-10
MOV-023790,2024-03-11,SKU-1037,SUC-04,ajuste_negativo,10,1152.38,11523.8,USR-06
MOV-023791,2024-03-11,SKU-1033,SUC-07,entrada,6,540.79,3244.74,USR-20
MOV-023792,2024-03-11,SKU-1005,SUC-03,entrada,35,999.42,34979.7,USR-19
MOV-023793,2024-03-11,SKU-1003,SUC-03,salida_venta,6,1398.76,8392.56,USR-08
MOV-023794,2024-03-11,SKU-1001,SUC-01,entrada,1,1862.26,1862.26,USR-18
MOV-023795,2024-03-11,SKU-1035,SUC-10,salida_venta,17,901.11,15318.87,USR-19
MOV-023796,2024-03-11,SKU-1028,SUC-04,devolucion,10,2488.26,24882.6,USR-07
MOV-023797,2024-03-11,SKU-1000,SUC-04,entrada,30,1627.41,48822.3,USR-01
MOV-023798,2024-03-11,SKU-1034,SUC-08,ajuste_negativo,3,1210.2,3630.6,USR-05
MOV-023799,2024-03-11,SKU-1030,SUC-09,ajuste_negativo,11,1792.98,19722.78,USR-15
MOV-023800,2024-03-11,SKU-1012,SUC-09,entrada,27,1957.92,52863.84,USR-13
MOV-023801,2024-03-11,SKU-1019,SUC-10,devolucion,4,2430.01,9720.04,USR-16
MOV-023802,2024-03-11,SKU-1016,SUC-05,salida_venta,15,956.03,14340.45,USR-13
MOV-023803,2024-03-11,SKU-1001,SUC-05,entrada,2,1862.26,3724.52,USR-20
MOV-023804,2024-03-11,SKU-1007,SUC-02,entrada,17,2087.16,35481.72,USR-15
MOV-023805,2024-03-11,SKU-1000,SUC-10,entrada,4,1627.41,6509.64,USR-07
MOV-023806,2024-03-11,SKU-1016,SUC-02,salida_venta,14,956.03,13384.42,USR-15
MOV-023807,2024-03-11,SKU-1025,SUC-03,entrada,31,2204.78,68348.18,USR-02
MOV-023808,2024-03-11,SKU-1012,SUC-06,salida_venta,13,1957.92,25452.96,USR-05
MOV-023809,2024-03-11,SKU-1011,SUC-03,entrada,9,672.44,6051.96,USR-18
MOV-023810,2024-03-11,SKU-1013,SUC-08,entrada,13,240.18,3122.34,USR-12
MOV-023811,2024-03-11,SKU-1023,SUC-10,salida_venta,5,470.95,2354.75,USR-08
MOV-023812,2024-03-11,SKU-1026,SUC-05,salida_venta,3,1369.15,4107.45,USR-10
MOV-023813,2024-03-11,SKU-1019,SUC-03,entrada,1,2430.01,2430.01,USR-20
MOV-023814,2024-03-11,SKU-1009,SUC-07,salida_venta,7,752.7,5268.9,USR-18
MOV-023815,2024-03-11,SKU-1016,SUC-07,entrada,49,956.03,46845.47,USR-19
MOV-023816,2024-03-11,SKU-1021,SUC-01,entrada,12,1178.01,14136.12,USR-18
MOV-023817,2024-03-11,SKU-1012,SUC-05,salida_venta,7,1957.92,13705.44,USR-13
MOV-023818,2024-03-11,SKU-1009,SUC-04,salida_venta,4,752.7,3010.8,USR-06
MOV-023819,2024-03-11,SKU-1025,SUC-09,devolucion,3,2204.78,6614.34,USR-17
MOV-023820,2024-03-11,SKU-1022,SUC-03,devolucion,15,2186.65,32799.75,USR-13
MOV-023821,2024-03-11,SKU-1016,SUC-04,salida_venta,16,956.03,15296.48,USR-04
MOV-023822,2024-03-11,SKU-1028,SUC-06,entrada,23,2488.26,57229.98,USR-10
MOV-023823,2024-03-11,SKU-1018,SUC-03,salida_venta,16,233.74,3739.84,USR-04
MOV-023824,2024-03-11,SKU-1016,SUC-04,entrada,11,956.03,10516.33,USR-14
MOV-023825,2024-03-11,SKU-1010,SUC-03,entrada,21,587.01,12327.21,USR-07
MOV-023826,2024-03-11,SKU-1039,SUC-02,entrada,42,1244.89,52285.38,USR-10
MOV-023827,2024-03-11,SKU-1009,SUC-06,ajuste_negativo,17,752.7,12795.9,USR-05
MOV-023828,2024-03-11,SKU-1012,SUC-03,entrada,32,1957.92,62653.44,USR-11
MOV-023829,2024-03-11,SKU-1023,SUC-05,ajuste_negativo,12,470.95,5651.4,USR-18
MOV-023830,2024-03-11,SKU-1037,SUC-01,salida_venta,2,1152.38,2304.76,USR-13
MOV-023831,2024-03-11,SKU-1005,SUC-06,entrada,9,999.42,8994.78,USR-03
MOV-023832,2024-03-11,SKU-1007,SUC-07,salida_venta,18,2087.16,37568.88,USR-14
MOV-023833,2024-03-11,SKU-1001,SUC-06,entrada,44,1862.26,81939.44,USR-07
MOV-023834,2024-03-11,SKU-1038,SUC-10,vencimiento_baja,17,2103.19,35754.23,USR-02
MOV-023835,2024-03-11,SKU-1010,SUC-02,salida_venta,18,587.01,10566.18,USR-18
MOV-023836,2024-03-11,SKU-1005,SUC-10,salida_venta,10,999.42,9994.2,USR-17
MOV-023837,2024-03-11,SKU-1033,SUC-01,salida_venta,6,540.79,3244.74,USR-13
MOV-023838,2024-03-11,SKU-1003,SUC-07,salida_venta,5,1398.76,6993.8,USR-12
MOV-023839,2024-03-11,SKU-1002,SUC-01,entrada,15,306.74,4601.1,USR-12
MOV-023840,2024-03-11,SKU-1022,SUC-06,salida_venta,1,2186.65,2186.65,USR-03
MOV-023841,2024-03-11,SKU-1035,SUC-01,entrada,6,901.11,5406.66,USR-18
MOV-023842,2024-03-11,SKU-1032,SUC-04,vencimiento_baja,9,1830.51,16474.59,USR-17
MOV-023843,2024-03-11,SKU-1002,SUC-10,salida_venta,2,306.74,613.48,USR-13
MOV-023844,2024-03-12,SKU-1022,SUC-04,entrada,4,2186.65,8746.6,USR-09
MOV-023845,2024-03-12,SKU-1003,SUC-08,salida_venta,10,1398.76,13987.6,USR-04
MOV-023846,2024-03-12,SKU-1025,SUC-05,devolucion,10,2204.78,22047.8,USR-09
MOV-023847,2024-03-12,SKU-1007,SUC-03,salida_venta,3,2087.16,6261.48,USR-13
MOV-023848,2024-03-12,SKU-1005,SUC-08,entrada,8,999.42,7995.36,USR-10
MOV-023849,2024-03-12,SKU-1022,SUC-06,salida_venta,14,2186.65,30613.1,USR-06
MOV-023850,2024-03-12,SKU-1023,SUC-07,entrada,32,470.95,15070.4,USR-06
MOV-023851,2024-03-12,SKU-1013,SUC-08,devolucion,4,240.18,960.72,USR-02
MOV-023852,2024-03-12,SKU-1034,SUC-05,salida_venta,19,1210.2,22993.8,USR-11
MOV-023853,2024-03-12,SKU-1010,SUC-05,salida_venta,4,587.01,2348.04,USR-03
MOV-023854,2024-03-12,SKU-1021,SUC-05,devolucion,17,1178.01,20026.17,USR-01
MOV-023855,2024-03-12,SKU-1001,SUC-05,entrada,45,1862.26,83801.7,USR-13
MOV-023856,2024-03-12,SKU-1036,SUC-08,salida_venta,5,1165.64,5828.2,USR-07
